id,audio_path,question,optionA,optionB,optionC,optionD,correct,ordering_method,audioabsent_optionspresent_num,audiopath_list,cat_mapping
67,audios/67.wav,Which sound among the following is the shortest in duration?,mouse_click,keyboard_typing,train,brushing_teeth,C,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/4-154405-A-27.wav', '/home/data/ESC-50/ESC-50-master/audio/4-154405-A-27.wav', '/home/data/ESC-50/ESC-50-master/audio/4-181362-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/4-181362-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/4-165845-B-45.wav']","{'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/4-154405-A-27.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/4-181362-A-13.wav', 'train': '/home/data/ESC-50/ESC-50-master/audio/4-165845-B-45.wav'}"
68,audios/68.wav,Which sound among the following is heard for the greatest length of time?,crickets,rain,brushing_teeth,siren,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav']","{'frog': '/home/data/ESC-50/ESC-50-master/audio/2-52789-A-4.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/5-212736-A-17.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/1-57316-A-13.wav'}"
69,audios/69.wav,Which of these sounds has the longest duration?,clock_alarm,wind,drinking_sipping,glass_breaking,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav']","{'wind': '/home/data/ESC-50/ESC-50-master/audio/3-117504-B-16.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/2-121978-A-29.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/3-120526-B-37.wav'}"
70,audios/70.wav,Which sound among the following is heard for the greatest length of time?,pouring_water,fireworks,door_wood_creaks,coughing,A,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-155650-A-24.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/4-108352-A-33.wav'}"
71,audios/71.wav,Which of the given sounds is heard for the least amount of time?,clapping,chirping_birds,rain,insects,D,random,1,"['/home/data/ESC-50/ESC-50-master/audio/5-243450-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/4-133895-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/5-243450-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/2-57733-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/2-57733-A-22.wav']","{'insects': '/home/data/ESC-50/ESC-50-master/audio/4-133895-A-7.wav', 'clapping': '/home/data/ESC-50/ESC-50-master/audio/2-57733-A-22.wav', 'chirping_birds': '/home/data/ESC-50/ESC-50-master/audio/5-243450-A-14.wav'}"
72,audios/72.wav,Which of the following sounds lasts for the shortest time?,sneezing,wind,engine,pouring_water,A,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/5-194533-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/2-106015-B-44.wav', '/home/data/ESC-50/ESC-50-master/audio/2-106015-B-44.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav']","{'sneezing': '/home/data/ESC-50/ESC-50-master/audio/5-194533-A-21.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/2-106015-B-44.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/4-168868-A-17.wav'}"
73,audios/73.wav,Which of the given sounds is heard for the least amount of time?,airplane,crying_baby,pig,dog,D,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/4-195707-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/4-195707-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-59513-A-0.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155583-A-14.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155583-A-14.wav']","{'crickets': '/home/data/ESC-50/ESC-50-master/audio/4-195707-A-13.wav', 'dog': '/home/data/ESC-50/ESC-50-master/audio/1-59513-A-0.wav', 'chirping_birds': '/home/data/ESC-50/ESC-50-master/audio/3-155583-A-14.wav'}"
74,audios/74.wav,Which sound among the following is heard for the greatest length of time?,door_wood_creaks,helicopter,coughing,toilet_flush,C,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/2-87795-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/2-87795-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/2-87795-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-193480-B-40.wav', '/home/data/ESC-50/ESC-50-master/audio/3-103401-D-33.wav']","{'coughing': '/home/data/ESC-50/ESC-50-master/audio/2-87795-A-24.wav', 'helicopter': '/home/data/ESC-50/ESC-50-master/audio/4-193480-B-40.wav', 'door_wood_creaks': '/home/data/ESC-50/ESC-50-master/audio/3-103401-D-33.wav'}"
75,audios/75.wav,Which of these sounds has the longest duration?,sheep,cow,pouring_water,washing_machine,C,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/3-188726-A-35.wav', '/home/data/ESC-50/ESC-50-master/audio/4-189838-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/3-154439-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-154439-A-17.wav', '/home/data/ESC-50/ESC-50-master/audio/3-154439-A-17.wav']","{'washing_machine': '/home/data/ESC-50/ESC-50-master/audio/3-188726-A-35.wav', 'clapping': '/home/data/ESC-50/ESC-50-master/audio/4-189838-A-22.wav', 'pouring_water': '/home/data/ESC-50/ESC-50-master/audio/3-154439-A-17.wav'}"
76,audios/76.wav,Which sound among the following is heard for the longest time?,fireworks,drinking_sipping,vacuum_cleaner,engine,D,random,2,"['/home/data/ESC-50/ESC-50-master/audio/5-240671-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/3-145387-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/5-240671-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/3-155568-A-32.wav']","{'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/3-145387-A-29.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/5-240671-A-44.wav', 'keyboard_typing': '/home/data/ESC-50/ESC-50-master/audio/3-155568-A-32.wav'}"
77,audios/77.wav,Which of the given sounds is heard for the least amount of time?,sneezing,door_wood_knock,church_bells,hen,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/1-59324-A-21.wav', '/home/data/ESC-50/ESC-50-master/audio/3-185456-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/3-185456-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/5-204352-B-13.wav', '/home/data/ESC-50/ESC-50-master/audio/5-204352-B-13.wav']","{'sneezing': '/home/data/ESC-50/ESC-50-master/audio/1-59324-A-21.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/3-185456-A-29.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/5-204352-B-13.wav'}"
79,audios/79.wav,Which of the following sounds lasts for the shortest time?,cow,thunderstorm,vacuum_cleaner,frog,A,random,3,"['/home/data/ESC-50/ESC-50-master/audio/4-213915-C-3.wav', '/home/data/ESC-50/ESC-50-master/audio/1-54065-B-45.wav', '/home/data/ESC-50/ESC-50-master/audio/5-238021-A-35.wav', '/home/data/ESC-50/ESC-50-master/audio/5-238021-A-35.wav', '/home/data/ESC-50/ESC-50-master/audio/1-54065-B-45.wav']","{'train': '/home/data/ESC-50/ESC-50-master/audio/1-54065-B-45.wav', 'cow': '/home/data/ESC-50/ESC-50-master/audio/4-213915-C-3.wav', 'washing_machine': '/home/data/ESC-50/ESC-50-master/audio/5-238021-A-35.wav'}"
80,audios/80.wav,Which of the following sounds lasts for the shortest time?,pouring_water,crying_baby,pig,airplane,C,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/4-185575-A-20.wav', '/home/data/ESC-50/ESC-50-master/audio/4-185575-A-20.wav', '/home/data/ESC-50/ESC-50-master/audio/3-193767-A-47.wav', '/home/data/ESC-50/ESC-50-master/audio/3-193767-A-47.wav', '/home/data/ESC-50/ESC-50-master/audio/3-257858-A-2.wav']","{'crying_baby': '/home/data/ESC-50/ESC-50-master/audio/4-185575-A-20.wav', 'airplane': '/home/data/ESC-50/ESC-50-master/audio/3-193767-A-47.wav', 'pig': '/home/data/ESC-50/ESC-50-master/audio/3-257858-A-2.wav'}"
81,audios/81.wav,Which of the following sounds lasts for the shortest time?,clock_tick,brushing_teeth,crying_baby,church_bells,B,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/4-80761-A-42.wav', '/home/data/ESC-50/ESC-50-master/audio/4-80761-A-42.wav', '/home/data/ESC-50/ESC-50-master/audio/1-58923-B-27.wav', '/home/data/ESC-50/ESC-50-master/audio/2-50666-A-20.wav', '/home/data/ESC-50/ESC-50-master/audio/2-50666-A-20.wav']","{'siren': '/home/data/ESC-50/ESC-50-master/audio/4-80761-A-42.wav', 'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/1-58923-B-27.wav', 'crying_baby': '/home/data/ESC-50/ESC-50-master/audio/2-50666-A-20.wav'}"
82,audios/82.wav,Which of these sounds has the longest duration?,engine,brushing_teeth,toilet_flush,sea_waves,A,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/3-181278-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/2-107228-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/2-107228-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/1-39901-B-11.wav']","{'clapping': '/home/data/ESC-50/ESC-50-master/audio/3-181278-A-22.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/2-107228-A-44.wav', 'sea_waves': '/home/data/ESC-50/ESC-50-master/audio/1-39901-B-11.wav'}"
83,audios/83.wav,Which of these sounds has the longest duration?,rain,crackling_fire,cow,snoring,A,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/2-96033-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/4-163264-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/4-163264-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/4-163264-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/1-58923-A-27.wav']","{'crickets': '/home/data/ESC-50/ESC-50-master/audio/2-96033-A-13.wav', 'rain': '/home/data/ESC-50/ESC-50-master/audio/4-163264-A-10.wav', 'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/1-58923-A-27.wav'}"
84,audios/84.wav,Which sound among the following is heard for the greatest length of time?,car_horn,church_bells,drinking_sipping,thunderstorm,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/5-219044-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/5-219044-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/4-210593-A-29.wav', '/home/data/ESC-50/ESC-50-master/audio/5-219044-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/1-115521-A-19.wav']","{'thunderstorm': '/home/data/ESC-50/ESC-50-master/audio/1-115521-A-19.wav', 'drinking_sipping': '/home/data/ESC-50/ESC-50-master/audio/4-210593-A-29.wav', 'church_bells': '/home/data/ESC-50/ESC-50-master/audio/5-219044-A-46.wav'}"
88,audios/88.wav,Which sound among the following is heard for the longest time?,mouse_click,drinking_sipping,church_bells,clock_alarm,C,random,1,"['/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/1-74517-A-37.wav', '/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/3-170312-A-31.wav']","{'church_bells': '/home/data/ESC-50/ESC-50-master/audio/2-77347-A-46.wav', 'mouse_click': '/home/data/ESC-50/ESC-50-master/audio/3-170312-A-31.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/1-74517-A-37.wav'}"
90,audios/90.wav,Which sound among the following is heard for the longest time?,chainsaw,clapping,fireworks,breathing,B,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/1-94036-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/1-94036-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/1-94036-A-22.wav', '/home/data/ESC-50/ESC-50-master/audio/1-19898-A-41.wav', '/home/data/ESC-50/ESC-50-master/audio/1-208757-A-2.wav']","{'clapping': '/home/data/ESC-50/ESC-50-master/audio/1-94036-A-22.wav', 'chainsaw': '/home/data/ESC-50/ESC-50-master/audio/1-19898-A-41.wav', 'pig': '/home/data/ESC-50/ESC-50-master/audio/1-208757-A-2.wav'}"
92,audios/92.wav,Which sound among the following is heard for the greatest length of time?,car_horn,laughing,church_bells,snoring,D,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/1-17808-B-12.wav', '/home/data/ESC-50/ESC-50-master/audio/5-221878-A-34.wav', '/home/data/ESC-50/ESC-50-master/audio/3-151557-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/3-151557-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/3-151557-A-28.wav']","{'crackling_fire': '/home/data/ESC-50/ESC-50-master/audio/1-17808-B-12.wav', 'can_opening': '/home/data/ESC-50/ESC-50-master/audio/5-221878-A-34.wav', 'snoring': '/home/data/ESC-50/ESC-50-master/audio/3-151557-A-28.wav'}"
93,audios/93.wav,Which of the following sounds lasts for the shortest time?,rooster,can_opening,hen,mouse_click,D,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/2-83270-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/2-83270-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/1-95563-A-31.wav', '/home/data/ESC-50/ESC-50-master/audio/1-72229-B-6.wav', '/home/data/ESC-50/ESC-50-master/audio/1-72229-B-6.wav']","{'crickets': '/home/data/ESC-50/ESC-50-master/audio/2-83270-A-13.wav', 'mouse_click': '/home/data/ESC-50/ESC-50-master/audio/1-95563-A-31.wav', 'hen': '/home/data/ESC-50/ESC-50-master/audio/1-72229-B-6.wav'}"
95,audios/95.wav,Which sound among the following is the shortest in duration?,washing_machine,thunderstorm,church_bells,mouse_click,A,random,3,"['/home/data/ESC-50/ESC-50-master/audio/1-7974-A-49.wav', '/home/data/ESC-50/ESC-50-master/audio/1-18074-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/1-7974-A-49.wav', '/home/data/ESC-50/ESC-50-master/audio/1-18074-A-6.wav', '/home/data/ESC-50/ESC-50-master/audio/5-207811-A-35.wav']","{'washing_machine': '/home/data/ESC-50/ESC-50-master/audio/5-207811-A-35.wav', 'hen': '/home/data/ESC-50/ESC-50-master/audio/1-18074-A-6.wav', 'hand_saw': '/home/data/ESC-50/ESC-50-master/audio/1-7974-A-49.wav'}"
96,audios/96.wav,Which sound among the following is the shortest in duration?,vacuum_cleaner,siren,engine,thunderstorm,B,random,1,"['/home/data/ESC-50/ESC-50-master/audio/4-90014-B-42.wav', '/home/data/ESC-50/ESC-50-master/audio/3-146186-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/4-125071-A-19.wav', '/home/data/ESC-50/ESC-50-master/audio/4-125071-A-19.wav', '/home/data/ESC-50/ESC-50-master/audio/3-146186-A-44.wav']","{'thunderstorm': '/home/data/ESC-50/ESC-50-master/audio/4-125071-A-19.wav', 'siren': '/home/data/ESC-50/ESC-50-master/audio/4-90014-B-42.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/3-146186-A-44.wav'}"
97,audios/97.wav,Which of these sounds has the longest duration?,washing_machine,cow,dog,crow,C,random,3,"['/home/data/ESC-50/ESC-50-master/audio/3-119455-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/5-219242-B-37.wav', '/home/data/ESC-50/ESC-50-master/audio/1-59513-A-0.wav', '/home/data/ESC-50/ESC-50-master/audio/1-59513-A-0.wav']","{'engine': '/home/data/ESC-50/ESC-50-master/audio/3-119455-A-44.wav', 'clock_alarm': '/home/data/ESC-50/ESC-50-master/audio/5-219242-B-37.wav', 'dog': '/home/data/ESC-50/ESC-50-master/audio/1-59513-A-0.wav'}"
98,audios/98.wav,Which of these sounds has the longest duration?,breathing,dog,washing_machine,hand_saw,D,consec,2,"['/home/data/ESC-50/ESC-50-master/audio/4-123680-A-18.wav', '/home/data/ESC-50/ESC-50-master/audio/4-184575-A-0.wav', '/home/data/ESC-50/ESC-50-master/audio/3-102583-C-49.wav', '/home/data/ESC-50/ESC-50-master/audio/3-102583-C-49.wav']","{'toilet_flush': '/home/data/ESC-50/ESC-50-master/audio/4-123680-A-18.wav', 'dog': '/home/data/ESC-50/ESC-50-master/audio/4-184575-A-0.wav', 'hand_saw': '/home/data/ESC-50/ESC-50-master/audio/3-102583-C-49.wav'}"
100,audios/100.wav,Which of the given sounds is heard for the least amount of time?,can_opening,crow,keyboard_typing,rain,C,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/5-234923-A-32.wav', '/home/data/ESC-50/ESC-50-master/audio/4-157296-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/4-157296-A-24.wav', '/home/data/ESC-50/ESC-50-master/audio/1-33658-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/1-33658-A-26.wav']","{'keyboard_typing': '/home/data/ESC-50/ESC-50-master/audio/5-234923-A-32.wav', 'coughing': '/home/data/ESC-50/ESC-50-master/audio/4-157296-A-24.wav', 'laughing': '/home/data/ESC-50/ESC-50-master/audio/1-33658-A-26.wav'}"
101,audios/101.wav,Which of the given sounds is heard for the least amount of time?,engine,rain,thunderstorm,siren,A,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/3-143929-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/3-143929-A-10.wav', '/home/data/ESC-50/ESC-50-master/audio/5-209992-A-44.wav', '/home/data/ESC-50/ESC-50-master/audio/3-51909-B-42.wav', '/home/data/ESC-50/ESC-50-master/audio/3-51909-B-42.wav']","{'rain': '/home/data/ESC-50/ESC-50-master/audio/3-143929-A-10.wav', 'engine': '/home/data/ESC-50/ESC-50-master/audio/5-209992-A-44.wav', 'siren': '/home/data/ESC-50/ESC-50-master/audio/3-51909-B-42.wav'}"
103,audios/103.wav,Which sound among the following is the shortest in duration?,clock_tick,frog,footsteps,wind,D,consec,1,"['/home/data/ESC-50/ESC-50-master/audio/4-218304-A-25.wav', '/home/data/ESC-50/ESC-50-master/audio/4-218304-A-25.wav', '/home/data/ESC-50/ESC-50-master/audio/2-109371-D-16.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav', '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav']","{'footsteps': '/home/data/ESC-50/ESC-50-master/audio/4-218304-A-25.wav', 'wind': '/home/data/ESC-50/ESC-50-master/audio/2-109371-D-16.wav', 'frog': '/home/data/ESC-50/ESC-50-master/audio/3-71964-C-4.wav'}"
105,audios/105.wav,Which of the following sounds lasts for the shortest time?,crickets,pig,toilet_flush,church_bells,D,random,1,"['/home/data/ESC-50/ESC-50-master/audio/3-253084-E-2.wav', '/home/data/ESC-50/ESC-50-master/audio/3-134802-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/3-134802-A-13.wav', '/home/data/ESC-50/ESC-50-master/audio/3-139109-A-46.wav', '/home/data/ESC-50/ESC-50-master/audio/3-253084-E-2.wav']","{'pig': '/home/data/ESC-50/ESC-50-master/audio/3-253084-E-2.wav', 'church_bells': '/home/data/ESC-50/ESC-50-master/audio/3-139109-A-46.wav', 'crickets': '/home/data/ESC-50/ESC-50-master/audio/3-134802-A-13.wav'}"
107,audios/107.wav,Which sound among the following is heard for the longest time?,washing_machine,rain,door_wood_knock,brushing_teeth,D,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/5-212050-A-27.wav', '/home/data/ESC-50/ESC-50-master/audio/5-212050-A-27.wav', '/home/data/ESC-50/ESC-50-master/audio/2-37806-C-40.wav', '/home/data/ESC-50/ESC-50-master/audio/1-23222-A-19.wav']","{'brushing_teeth': '/home/data/ESC-50/ESC-50-master/audio/5-212050-A-27.wav', 'helicopter': '/home/data/ESC-50/ESC-50-master/audio/2-37806-C-40.wav', 'thunderstorm': '/home/data/ESC-50/ESC-50-master/audio/1-23222-A-19.wav'}"
108,audios/108.wav,Which of the following sounds lasts for the shortest time?,laughing,glass_breaking,helicopter,fireworks,A,random,3,"['/home/data/ESC-50/ESC-50-master/audio/1-70300-A-45.wav', '/home/data/ESC-50/ESC-50-master/audio/2-96654-A-47.wav', '/home/data/ESC-50/ESC-50-master/audio/2-60794-A-26.wav', '/home/data/ESC-50/ESC-50-master/audio/1-70300-A-45.wav', '/home/data/ESC-50/ESC-50-master/audio/2-96654-A-47.wav']","{'airplane': '/home/data/ESC-50/ESC-50-master/audio/2-96654-A-47.wav', 'laughing': '/home/data/ESC-50/ESC-50-master/audio/2-60794-A-26.wav', 'train': '/home/data/ESC-50/ESC-50-master/audio/1-70300-A-45.wav'}"
110,audios/110.wav,Which of the following sounds lasts for the shortest time?,cat,clock_tick,breathing,laughing,C,consec,3,"['/home/data/ESC-50/ESC-50-master/audio/1-172649-E-40.wav', '/home/data/ESC-50/ESC-50-master/audio/1-172649-E-40.wav', '/home/data/ESC-50/ESC-50-master/audio/5-260164-A-23.wav', '/home/data/ESC-50/ESC-50-master/audio/3-123086-A-28.wav', '/home/data/ESC-50/ESC-50-master/audio/3-123086-A-28.wav']","{'helicopter': '/home/data/ESC-50/ESC-50-master/audio/1-172649-E-40.wav', 'breathing': '/home/data/ESC-50/ESC-50-master/audio/5-260164-A-23.wav', 'snoring': '/home/data/ESC-50/ESC-50-master/audio/3-123086-A-28.wav'}"
111,audios/111.wav,Which of the following sounds lasts for the shortest time?,cow,door_wood_knock,airplane,footsteps,D,random,3,"['/home/data/ESC-50/ESC-50-master/audio/4-182314-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/3-103599-B-25.wav', '/home/data/ESC-50/ESC-50-master/audio/5-117120-A-42.wav', '/home/data/ESC-50/ESC-50-master/audio/4-182314-A-7.wav', '/home/data/ESC-50/ESC-50-master/audio/5-117120-A-42.wav']","{'siren': '/home/data/ESC-50/ESC-50-master/audio/5-117120-A-42.wav', 'footsteps': '/home/data/ESC-50/ESC-50-master/audio/3-103599-B-25.wav', 'insects': '/home/data/ESC-50/ESC-50-master/audio/4-182314-A-7.wav'}"
